condition,filename,experiment,id,mean_diff_x,mean_diff_y,sd_diff_x,sd_diff_y,q025_diff_x,q025_diff_y,q975_diff_x,q975_diff_y,var_x,var_y,cov_xy,cor_xy,auto_x,auto_y
bin,stationary_14-10-2023,stationary 2,19,0.258989763616907,0.280434656887288,0.00893746614077045,0.010885627751097,0.240544952296153,0.25803938487471,0.277131202296153,0.299662384874709,7.98783010174183e-05,0.000118496891535453,-1.0975286996881e-05,-0.112810103361425,0.553307241970821,0.591010279189526
bin,stationary_14-10-2023,stationary 2,20,-0.00215336523939261,-0.198607176736665,0.0120705153348764,0.0104023611382553,-0.0242350477038473,-0.21671261512529,0.0209862022961527,-0.17544386512529,0.000145697340449485,0.000108209117250683,-1.71240172159533e-05,-0.136379130297137,0.647837832455324,0.691802772227212
bin,stationary_14-10-2023,stationary 2,26,-0.100891341354641,0.249502456303281,0.0143658647086129,0.0118942781557247,-0.126659047703848,0.223127259874709,-0.0703222977038479,0.27115588487471,0.000206378068826169,0.00014147385284575,3.76084247672202e-05,0.220097586690437,0.60665451067126,0.515574824184909
bin,stationary_14-10-2023,stationary 2,27,-0.0589752442447281,0.322300663176596,0.01097331346614,0.0138772129806447,-0.0804339227038481,0.29229050987471,-0.0381909227038476,0.34725550987471,0.00012041360842617,0.000192577040110175,4.68178538398444e-05,0.307447851363729,0.511867822253666,0.623655470971723
bin,stationary_14-10-2023,stationary 2,28,-0.0814206905609905,-0.160649734172909,0.0128411789838318,0.016779448286788,-0.105780547703848,-0.19358424012529,-0.0545772977038476,-0.12872936512529,0.000164895877694805,0.000281549884808992,-4.47063222419676e-05,-0.207484838862654,0.545206224123408,0.648564283581741
bin,stationary_14-10-2023,stationary 2,29,-0.00794135722765717,-0.161759377030052,0.0148704302159703,0.0126466916756034,-0.0382699227038477,-0.18539936512529,0.0193824522961524,-0.13650724012529,0.000221129694808043,0.000159938810337776,2.32615288419913e-05,0.123690911807789,0.631012460599254,0.534706064706314
bin,stationary_14-10-2023,stationary 2,35,-0.115880590156678,0.182108116006785,0.0109109986965379,0.0156229297472953,-0.138011381037181,0.150200259874709,-0.0942670477038478,0.210088884874709,0.000119049892555851,0.000244075933888926,6.44919345809498e-05,0.37833665609079,0.561926866183298,0.617521683395473
bin,stationary_14-10-2023,stationary 2,36,-0.0281430159578159,0.294871908684233,0.012559536611171,0.0149800346400493,-0.0514347977038474,0.265189134874709,-0.00395179770384746,0.32451500987471,0.000157741959887345,0.000224401437817078,-2.22532692526858e-06,-0.0118278930478148,0.413506080568138,0.610347326590831
bin,stationary_14-10-2023,stationary 2,37,-0.0727641386129386,-0.311325649415561,0.0114755956075863,0.0125421819254416,-0.0965980477038478,-0.33315211512529,-0.0523160477038479,-0.28497311512529,0.000131689294548854,0.000157306327450875,-2.43773988320704e-06,-0.0169370992008213,0.497274283686512,0.618921001846813
bin,stationary_14-10-2023,stationary 2,38,-0.0426013413546413,-0.129136678617354,0.0170660891083622,0.0120853066189416,-0.0704306727038476,-0.15206361512529,-0.00888604770384743,-0.10558936512529,0.000291251397454558,0.000146054636073834,-2.908557454938e-06,-0.0141021706185048,0.648219569998358,0.617327693874154
bin,stationary_14-10-2023,stationary 2,44,-0.00868079730512361,0.20879426286514,0.0143527044795643,0.0109130488432252,-0.0360130477038478,0.18900288487471,0.020916952296152,0.230387884874709,0.000206000125877704,0.00011909463505462,1.61309560085293e-05,0.102986491958957,0.506127137459257,0.453143918444536
bin,stationary_14-10-2023,stationary 2,45,0.079566769041808,0.347729474132213,0.00989594631567192,0.0120763529488323,0.0616262022961522,0.32399238487471,0.0986274522961521,0.371624884874709,9.79297534826605e-05,0.000145838300544771,-1.36815785094917e-05,-0.114483547613205,0.549519908743556,0.621743420378281
bin,stationary_14-10-2023,stationary 2,46,0.0574348658181649,-0.384073071100133,0.0101999333279716,0.0124068999158962,0.0376704522961526,-0.41357524012529,0.0778078272961519,-0.36162161512529,0.000104038639895066,0.000153931165523066,-1.64063512573651e-05,-0.129643692962124,0.468688192291115,0.488385532364505
bin,stationary_14-10-2023,stationary 2,47,0.1192923736798,-0.217739383993215,0.017565246679079,0.0105947630946441,0.0873753272961525,-0.23916586512529,0.153401077296152,-0.19736874012529,0.000308537890896897,0.000112249005031633,7.40965699695473e-05,0.398155391598412,0.635047005202638,0.503514688642109
bin,stationary_14-10-2023,stationary 2,53,-0.0683230780068779,0.323946822673752,0.010427081605632,0.0155235571600915,-0.0906160477038469,0.29543988487471,-0.0461830477038475,0.356983884874709,0.000108724030810509,0.000240980826902629,1.87047519740675e-05,0.115557446396799,0.46707183939473,0.532805214372312
bin,stationary_14-10-2023,stationary 2,54,0.108007993370402,0.448080982820997,0.00926988049678955,0.012857614210791,0.0855112022961522,0.42529363487471,0.125304952296152,0.469279884874709,8.59306844247593e-05,0.000165318243193535,5.61043015045473e-06,0.0470718897233521,0.598683834311014,0.63569503188722
bin,stationary_14-10-2023,stationary 2,55,0.00359573428667362,-0.442631529027344,0.0180698746341248,0.0122805487147256,-0.0360487977038466,-0.46715386512529,0.0324612022961519,-0.42036886512529,0.000326520369292986,0.000150811876734748,9.31448066797055e-05,0.419745195639224,0.589208460928167,0.600820285998791
bin,stationary_14-10-2023,stationary 2,56,0.143828269906215,-0.184868424873718,0.0132022567804389,0.0114339560825509,0.116484202296152,-0.20945386512529,0.168555202296153,-0.16421499012529,0.000174299584096645,0.000130735351697703,2.34880754743065e-05,0.155597544324959,0.553586646874034,0.565552890658481
bin,stationary_14-10-2023,stationary 2,62,0.0469931048118757,0.395008886447036,0.0111824458770835,0.0126281475061912,0.0254469522961524,0.368795634874709,0.0667637022961513,0.415708384874709,0.000125047095793902,0.000159470109438123,-7.11170521035059e-06,-0.0503613420961337,0.520956342883815,0.580443307628204
bin,stationary_14-10-2023,stationary 2,63,0.0886472478936366,0.536879821981628,0.0192667985763163,0.0174366315488282,0.0515320772961525,0.50228600987471,0.120596077296152,0.566038259874709,0.000371209527380345,0.00030403611976959,0.000165393147525259,0.492317603011603,0.611715269609332,0.60094048399323
bin,stationary_14-10-2023,stationary 2,64,-0.0946727363830929,-0.370549470471202,0.0115864859384471,0.01222054364464,-0.113517547703848,-0.39575574012529,-0.0675100477038486,-0.34747636512529,0.000134246656401832,0.00014934168697055,1.21547565861387e-05,0.0858428248595197,0.56077523727372,0.617262340410238
bin,stationary_14-10-2023,stationary 2,65,0.0352578590892013,-0.258237524288007,0.0116504338760296,0.0114319766503394,0.0119487022961522,-0.280518865125291,0.0558774522961523,-0.23677761512529,0.000135732609499738,0.000130690090133906,1.73101953563901e-05,0.129968630023033,0.527699388574353,0.424924205537496
bin,stationary_14-10-2023,stationary 2,71,-0.00620372068962959,0.279234853279133,0.00996940967073913,0.0117468347171488,-0.0240925477038481,0.260527384874709,0.015236202296153,0.298514884874709,9.93891291830268e-05,0.000137988125872013,1.90728470130266e-05,0.16286404777105,0.556008738195244,0.508778258121011
bin,stationary_14-10-2023,stationary 2,72,-0.0233415405948429,0.470249395143272,0.0110895778945689,0.0139481896493585,-0.0451800477038473,0.445878634874709,-0.0016837977038473,0.50185488487471,0.000122978737879712,0.000194551994494471,5.70553675590551e-05,0.368861771765571,0.592762906922671,0.585565037140496
bin,stationary_14-10-2023,stationary 2,73,-0.0169845105790452,-0.309824870259571,0.0143708165120619,0.0136289337355421,-0.0428925477038487,-0.33787886512529,0.00659495229615281,-0.28185011512529,0.00020652036722335,0.000185747834767797,3.77195302646754e-05,0.192585218824499,0.52431403822007,0.595214726431654
bin,stationary_14-10-2023,stationary 2,74,0.0655555368143198,-0.260286876578687,0.0126120544137353,0.015832254285419,0.041557452296153,-0.29132886512529,0.089394952296153,-0.23372511512529,0.000159063916535019,0.000250660275758169,2.76410582831813e-05,0.138428678938639,0.453013515290594,0.603499224422281
bin,stationary_14-10-2023,stationary 2,80,0.0102589460068442,0.176956048396722,0.0109680415971129,0.0105182363694105,-0.0086812977038484,0.157611384874709,0.0297074522961522,0.195960259874709,0.000120297936476,0.00011063329632279,1.44889012290484e-05,0.125592422303119,0.52287737558005,0.585436131644828
bin,stationary_14-10-2023,stationary 2,81,0.00331833302285069,0.3048828706567,0.00815153836540146,0.0123537212625213,-0.015342547703848,0.283524468208044,0.019482452296153,0.32823988487471,6.64475777226119e-05,0.000152614429032071,-1.34738514913868e-05,-0.133799466336875,0.505328136989337,0.582122560471513
bin,stationary_14-10-2023,stationary 2,82,0.133156326703735,-0.179857626973631,0.0146397328327458,0.017101149955431,0.103082452296154,-0.21217011512529,0.160119952296153,-0.14696386512529,0.000214321777414176,0.000292449329798139,0.00011670416098197,0.46615234610548,0.562855119901837,0.601913185291331
bin,stationary_14-10-2023,stationary 2,83,0.0723457384596744,-0.18023796103724,0.0135817119051013,0.0143914165631241,0.0457274522961522,-0.20702949012529,0.0990937022961522,-0.15504449012529,0.000184462898273171,0.000207112870693364,4.63851976139376e-05,0.237312903570499,0.515152364288355,0.532585229642391
bin,stationary_14-10-2023,stationary 2,89,0.0260883172250624,0.181747862757806,0.0107531821646276,0.0117350704406096,0.00544495229615194,0.15989238487471,0.0466699522961527,0.20277363487471,0.000115630926665664,0.00013771187824607,9.22821191604649e-06,0.0731298790599582,0.497100926227516,0.528006403734794
bin,stationary_14-10-2023,stationary 2,90,-0.00502250425992971,0.198733628950539,0.00842164959570189,0.0166471148878641,-0.020180047703847,0.173272384874708,0.0114074522961536,0.230055718208043,7.09241819127858e-05,0.000277126434089746,3.3447607997942e-05,0.238577190717976,0.474133679515048,0.624197270062597
bin,stationary_14-10-2023,stationary 2,91,0.0211276537179533,-0.288861315757202,0.0129220741213934,0.0111687157469074,-0.00638004770384759,-0.31039636512529,0.0451199522961518,-0.26585886512529,0.000166979999598786,0.000124740211435217,7.6054284705001e-06,0.0526972825395826,0.619988060360018,0.595803704038769
bin,stationary_14-10-2023,stationary 2,92,0.0464127353902513,-0.148837595189086,0.0121945150784988,0.011131124758278,0.0199649522961529,-0.16978111512529,0.0707149522961522,-0.12798611512529,0.000148706197999735,0.000123901938384349,3.54007263398158e-05,0.26080060072365,0.55467169890844,0.553899974143152
bin,stationary_14-10-2023,stationary 2,98,0.12289773007393,0.177989122969948,0.00901109829965315,0.0101427073618329,0.104451202296152,0.158525259874711,0.140652452296152,0.195876134874709,8.11998925660119e-05,0.00010287451262778,-1.75157567783092e-05,-0.191644907454493,0.481648698894203,0.537532546815587
bin,stationary_14-10-2023,stationary 2,99,0.173718537201813,0.228263045252068,0.0084181855003997,0.0141986014160234,0.158736202296152,0.202234634874709,0.190447452296152,0.24999838487471,7.08658471191397e-05,0.000201600282171102,-2.00064624380242e-06,-0.0167381032979915,0.537756894693438,0.572722329511128
bin,stationary_14-10-2023,stationary 3,1,-0.309743409405975,-0.258512795976354,0.0085283999897816,0.0104113789074639,-0.326206797703848,-0.27757211512529,-0.294103047703847,-0.23672611512529,7.27336063857068e-05,0.000108396810754784,-4.72957664332901e-06,-0.0532655547391775,0.426083981738515,0.572161539763606
bin,stationary_14-10-2023,stationary 3,2,-0.219211005150656,-0.130131221508269,0.0193990957673,0.0125919315110527,-0.253103797703848,-0.151624365125291,-0.173713047703848,-0.10507261512529,0.000376324916588875,0.000158556739179043,-9.35255732266979e-05,-0.38287458479009,0.60648984569255,0.588097620588282
bin,stationary_14-10-2023,stationary 3,3,-0.155155140693833,-0.037511695955047,0.0143075392021315,0.0118093888214619,-0.184932047703847,-0.0606521151252903,-0.130508714370514,-0.01685111512529,0.00020470567802053,0.00013946166433647,2.26694413633807e-05,0.134167847297534,0.631231980366325,0.450058766110235
bin,stationary_14-10-2023,stationary 3,4,-0.272834501604557,-0.00866966831678001,0.0138150156678614,0.0198841367407147,-0.295931047703848,-0.0303561151252909,-0.251238547703848,0.0106413848747095,0.000190854657903255,0.000395378893923441,0.000128026911150967,0.466061409993733,0.554360706324803,0.549569272108231
bin,stationary_14-10-2023,stationary 3,5,-0.177752969689663,0.00502872884634057,0.0130450823465898,0.0104700250965129,-0.199065547703848,-0.0159481151252904,-0.152068297703847,0.0248936348747092,0.00017017417342931,0.00010962142552161,-1.52468973500729e-05,-0.111631543285633,0.461413335242296,0.558360553358079
bin,stationary_14-10-2023,stationary 3,6,-0.232629613230913,0.0854950558148803,0.0115220315495502,0.00933942065152253,-0.256098547703848,0.0670852598747096,-0.208811797703848,0.105089009874709,0.000132757211028831,8.72247781060855e-05,-8.06618119046805e-06,-0.0749581702229714,0.516577927691806,0.583214345856581
bin,stationary_14-10-2023,stationary 3,7,-0.146250147418947,0.046158410515735,0.0135665164324207,0.0101653548603045,-0.174059922703848,0.0245787598747094,-0.118531047703847,0.0650828848747098,0.00018405036811114,0.000103334439435916,-4.92491717141711e-05,-0.357114958319565,0.533470008788076,0.466085653245652
bin,stationary_14-10-2023,stationary 3,8,-0.220513776517407,0.18519563346228,0.0106870701880652,0.0110556171790761,-0.239505047703848,0.16138425987471,-0.200653797703848,0.205052384874708,0.000114213469204632,0.000122226671210282,-6.14230647573874e-06,-0.0519864100995375,0.525831265219033,0.524802171943114
bin,stationary_14-10-2023,stationary 3,9,-0.0844017357380356,0.209559799404624,0.0318970296402095,0.0289891782892322,-0.166658172703848,0.16744013487471,-0.0492516727038475,0.277113759874709,0.0010174204998684,0.000840372457884892,-0.000642557292348041,-0.694905436775229,0.654288633247416,0.630356178502239
bin,stationary_14-10-2023,stationary 3,10,-0.018519718033518,-0.32259066457584,0.0225191802202316,0.0238307363793383,-0.0668745477038476,-0.36308636512529,0.0179794522961524,-0.28573649012529,0.000507113477791269,0.000567903996381519,-8.52895643206236e-05,-0.158929990317871,0.470078997065105,0.572455646880803
bin,stationary_14-10-2023,stationary 3,11,0.150592753714592,-0.355335732146567,0.0145522355820413,0.0117240438941761,0.123542452296152,-0.37651361512529,0.178402452296153,-0.33039486512529,0.00021176756043523,0.000137453205232567,-7.62290892282617e-07,-0.00446800425876072,0.610964832081381,0.568426617668128
bin,stationary_14-10-2023,stationary 3,12,0.137143959388351,-0.307214491011815,0.0160763751376492,0.0123292695974396,0.107232452296152,-0.329915865125291,0.167024952296152,-0.28310386512529,0.000258449837566424,0.000152010888806349,-5.30198683235334e-05,-0.267493457249891,0.569538768045256,0.530050974546056
bin,stationary_14-10-2023,stationary 3,13,0.115320909742961,-0.0798093066146519,0.0232956083917132,0.0185547081817807,0.0770274522961521,-0.11014011512529,0.155467452296152,-0.0404883651252903,0.000542685370340058,0.000344277195711039,0.000338121481060192,0.7822482085024,0.70592482421217,0.703949481076546
bin,stationary_14-10-2023,stationary 3,14,0.190875602013666,-0.0402255671026918,0.0115044161466937,0.00944159795261725,0.166569952296153,-0.059618865125291,0.212332452296153,-0.0218219901252903,0.000132351590876307,8.91437718988663e-05,2.95307017670406e-06,0.0271871498890697,0.548281033936589,0.517524279696199
bin,stationary_14-10-2023,stationary 3,15,0.127447494669034,-0.0165050586281155,0.0126741075806189,0.00903896003723407,0.104463702296152,-0.0340613651252908,0.151444952296153,0.00276113487470964,0.0001606330029651,8.17027985547146e-05,-2.64730239011129e-06,-0.0231082839937726,0.537660410792623,0.533006901784441
bin,stationary_14-10-2023,stationary 3,16,0.0959690657713297,0.0244382040236455,0.0130286771911346,0.0100212817809182,0.0701699522961521,0.00472138487470888,0.120359952296153,0.0416571348747101,0.00016974642935079,0.000100426088532562,-1.05470666080701e-05,-0.0807807890647583,0.558939591255302,0.49874154479628
bin,stationary_14-10-2023,stationary 3,17,0.120903533856436,0.0479991756548512,0.0128738143452201,0.010442907392496,0.0975699522961519,0.0288851348747094,0.144792452296153,0.0695591348747096,0.000165735095795195,0.000109054314808247,-1.71751014376344e-05,-0.127752863157068,0.59158807281432,0.60142755543983
bin,stationary_14-10-2023,stationary 3,18,0.226707060558261,0.196840297980122,0.0137810808167738,0.0118291456762502,0.198022452296152,0.174712009874708,0.253179952296153,0.21693250987471,0.000189918188478452,0.000139928687429948,5.90022554402174e-06,0.0361936142761171,0.564318200304162,0.547198321638135
bin,stationary_14-10-2023,stationary 3,19,0.259544952296152,0.283899678322003,0.00958768533390598,0.0122607350767947,0.241907452296153,0.261700759874709,0.277432452296153,0.306820009874709,9.19237100619958e-05,0.000150325624623343,-4.31608655221834e-06,-0.0367163807210913,0.572410795396318,0.648050548578017
bin,stationary_14-10-2023,stationary 3,20,-0.0042771061084061,-0.198048875809051,0.00984690107123228,0.0100150321117804,-0.0247125477038474,-0.21772149012529,0.0147899522961522,-0.17870599012529,9.69614607066355e-05,0.000100300868199993,-2.40292331318857e-05,-0.243662104071999,0.525200237076946,0.57321823571156
bin,stationary_14-10-2023,stationary 3,25,-0.119500930472209,0.0617959795074777,0.0111210588688297,0.0101764584686682,-0.140151297703847,0.0416467598747091,-0.0967969227038474,0.0838386348747091,0.000123677950363976,0.000103560306964529,1.92562045519791e-05,0.170148406623921,0.565183638535331,0.521341387034311
bin,stationary_14-10-2023,stationary 3,27,-0.0577944377747696,0.325779977073291,0.0109587017988207,0.0138938478131372,-0.0767622977038476,0.298726884874709,-0.0340912977038476,0.35463363487471,0.000120093145115475,0.000193039007054617,3.75489120399161e-05,0.246612855130913,0.5342439329135,0.617386176791787
bin,stationary_14-10-2023,stationary 3,28,-0.0821168562144859,-0.163957008742311,0.0124867157798778,0.0150498322650647,-0.103157047703848,-0.19569336512529,-0.0553415477038477,-0.13377286512529,0.000155918070967449,0.000226497451206583,-6.18604777686838e-06,-0.0329179956690752,0.518799645357723,0.671786411571181
bin,stationary_14-10-2023,stationary 3,29,-0.0119810662223661,-0.160318512561188,0.0152228989275955,0.01472484021701,-0.0436606727038474,-0.18686949012529,0.0152903272961523,-0.13287936512529,0.000231736651759789,0.000216820919416475,-1.59201685145489e-06,-0.0071023113298747,0.573097897289959,0.580155478887913
bin,stationary_14-10-2023,stationary 3,34,-0.0475229661587832,0.0876841552609754,0.0101230138511031,0.01040968459644,-0.0667130477038475,0.0674128848747099,-0.0283230477038476,0.10756988487471,0.000102475409429624,0.000108361533397361,-1.69020134412048e-05,-0.160395079321663,0.523033050969869,0.556219411385023
bin,stationary_14-10-2023,stationary 3,36,-0.0279512157950157,0.293069144133969,0.0132522304692946,0.0160509623130585,-0.0530109227038477,0.26238900987471,-0.00123067270384745,0.322157509874709,0.0001756216124113,0.000257633391175224,-1.84005273472693e-05,-0.0865048016511531,0.474660984129306,0.621840003336806
bin,stationary_14-10-2023,stationary 3,37,-0.0705634587207968,-0.311737403260883,0.0109910811190945,0.0119982671469421,-0.0903637977038476,-0.33386011512529,-0.0498550477038474,-0.29030261512529,0.000120803864166516,0.000143958414529391,-1.0669106561486e-05,-0.0809038356837963,0.535830056738086,0.538853558433836
bin,stationary_14-10-2023,stationary 3,38,-0.0402510406116491,-0.128481093848694,0.0162595582476518,0.0128317242159889,-0.0678195477038481,-0.15434811512529,-0.00598604770384781,-0.10492586512529,0.000264373234408781,0.000164653146355196,1.72961189206104e-06,0.00829000711797094,0.545548223783147,0.582163078021829
bin,stationary_14-10-2023,stationary 3,43,-0.162855232101011,0.136128260761234,0.0128796790044395,0.012379788261743,-0.190079547703847,0.11236463487471,-0.138491297703848,0.159157384874709,0.000165886131257399,0.000153259157405589,-6.39117557732202e-05,-0.400832098502641,0.515015065028897,0.549184492859744
bin,stationary_14-10-2023,stationary 3,45,0.0810276217876778,0.34599417866002,0.00885195025095498,0.0127196235780476,0.063666827296152,0.319284884874709,0.0986118272961525,0.371370509874709,7.8357023245382e-05,0.000161788823967225,-1.93813605180914e-05,-0.172135734302448,0.509654994744524,0.63908888081237
bin,stationary_14-10-2023,stationary 3,46,0.0584316757004077,-0.382395682501177,0.0118695164815901,0.0108995101809132,0.0350329522961523,-0.40339861512529,0.0803304522961525,-0.36435511512529,0.000140885421506739,0.000118799322183831,2.61867045195085e-05,0.202414135796133,0.527988529315234,0.551986803246925
bin,stationary_14-10-2023,stationary 3,47,0.120177484484994,-0.216889557185376,0.0170209186656941,0.0119092209688087,0.0889189522961519,-0.23874411512529,0.151969952296152,-0.19424111512529,0.000289711672224175,0.000141829544083913,9.65143582793769e-05,0.476130034184569,0.560657407607862,0.604773946691389
bin,stationary_14-10-2023,stationary 3,52,0.00447975114672707,0.0813543963689622,0.0112762112091364,0.0103704096992972,-0.0174412977038471,0.061265384874709,0.0265562022961525,0.10111638487471,0.000127152939233053,0.000107545397331277,1.32549634054004e-05,0.113349449962327,0.606342053743534,0.557480636293736
bin,stationary_14-10-2023,stationary 3,54,0.111321292721684,0.448668062179674,0.0110664985136131,0.0115208018497173,0.089381702296152,0.42881988487471,0.132991702296152,0.47074613487471,0.000122467389351802,0.00013272887526045,-4.05905427030676e-05,-0.318369841209912,0.58477511611053,0.582994303769706
bin,stationary_14-10-2023,stationary 3,55,0.00217117924650697,-0.442231845621744,0.0164738997977001,0.0127196604382723,-0.0361477977038476,-0.46303236512529,0.0298002022961526,-0.41996261512529,0.000271389374544664,0.000161789761664949,6.65181888844437e-05,0.317444990737922,0.561752706534781,0.54506958079572
bin,stationary_14-10-2023,stationary 3,56,0.142905498395443,-0.182860349167843,0.0132134684508476,0.0118328933590441,0.119031202296151,-0.20705911512529,0.170479702296153,-0.16203086512529,0.000174595748501546,0.00014001736524651,3.64850076663427e-05,0.23334938422359,0.519381030999482,0.584233683473646
bin,stationary_14-10-2023,stationary 3,61,0.000735392012464438,0.111737778491731,0.00961479486345975,0.0240773851741394,-0.017400381037181,0.0683973848747093,0.0185279522961518,0.15824763487471,9.24442802664121e-05,0.000579720476823868,5.07504652938927e-05,0.219225306117017,0.508944049920295,0.530127016802637
bin,stationary_14-10-2023,stationary 3,63,0.102090271445089,0.546632367144213,0.0168521380256315,0.0165839168714077,0.063687952296152,0.515073718208043,0.132957952296152,0.574549884874709,0.000283994556034936,0.000275026298797762,0.000112829278928999,0.403719468656978,0.68388831945539,0.544527519229009
bin,stationary_14-10-2023,stationary 3,64,-0.0960873881293796,-0.367531334983446,0.016982754546933,0.014000837253705,-0.125950047703848,-0.39505311512529,-0.0689675477038469,-0.34043436512529,0.000288413952001375,0.000196023443804733,-1.97411444388881e-05,-0.0830252488477963,0.583306300615919,0.625464712764789
