experiment,tag,bin_size,Hz,day
stationary 3,82,0.275992924874684,3.62328128684479,14-10-2023
stationary 3,83,0.270697459337618,3.69416101077176,14-10-2023
stationary 3,88,0.273778554720756,3.6525870370671,14-10-2023
stationary 3,90,0.277191489019011,3.60761437351136,14-10-2023
stationary 3,91,0.277179668981133,3.60776821646348,14-10-2023
stationary 3,92,0.282655421797051,3.53787659066383,14-10-2023
stationary 3,93,0.272741258839072,3.66647864080601,14-10-2023
stationary 3,94,0.274597189744686,3.6416978663539,14-10-2023
stationary 3,95,0.273011628417082,3.66284764424867,14-10-2023
stationary 3,96,0.271210647843502,3.68717086866381,14-10-2023
stationary 3,97,0.27287209311197,3.66472067038993,14-10-2023
stationary 3,98,0.274629108222997,3.64127461386215,14-10-2023
stationary 3,99,0.276127059038948,3.62152120650715,14-10-2023
stationary 5,1,0.274569948720191,3.64205917166515,14-10-2023
stationary 5,2,0.272302563985189,3.67238554556685,14-10-2023
stationary 5,3,0.272302563985189,3.67238554556685,14-10-2023
stationary 5,4,0.277654450601308,3.60159903014099,14-10-2023
stationary 5,5,0.270758974857819,3.69332170992714,14-10-2023
stationary 5,6,0.274248705009105,3.6463253307497,14-10-2023
stationary 5,7,0.266527638363479,3.7519561053411,14-10-2023
stationary 5,8,0.271855670152251,3.67842244908836,14-10-2023
stationary 5,9,0.272386598832829,3.67125256633396,14-10-2023
stationary 5,10,0.478372725573453,2.09042018188065,14-10-2023
stationary 5,12,0.275838541487853,3.62530919213129,14-10-2023
stationary 5,15,0.271091835839408,3.68878685299985,14-10-2023
stationary 5,18,0.27986315802524,3.57317485822773,14-10-2023
stationary 5,19,0.279349205985902,3.57974885402204,14-10-2023
stationary 5,21,0.276333333303531,3.61881785322503,14-10-2023
stationary 5,24,0.275264249564453,3.63287278163542,14-10-2023
stationary 5,27,0.270663265062838,3.69462771302872,14-10-2023
stationary 5,28,0.268406091002643,3.72569786424911,14-10-2023
stationary 5,30,0.274056995470907,3.64887602406105,14-10-2023
stationary 5,33,0.268852791810399,3.71950759099881,14-10-2023
stationary 5,36,0.274880828017398,3.63794014741802,14-10-2023
stationary 5,37,0.275203124930461,3.63367966934489,14-10-2023
stationary 5,39,0.274259068187654,3.64618755036306,14-10-2023
stationary 5,42,0.276020833601554,3.62291493345584,14-10-2023
stationary 5,45,0.275968750317891,3.62359868227141,14-10-2023
stationary 5,46,0.2684568535858,3.72499337097533,14-10-2023
stationary 5,48,0.275750000029802,3.62647325436781,14-10-2023
stationary 5,51,0.265944999456406,3.76017598392153,14-10-2023
stationary 5,54,0.276000000536442,3.62318839875497,14-10-2023
stationary 5,55,0.27087179452945,3.69178342003887,14-10-2023
stationary 5,57,0.27691099406537,3.61126867994245,14-10-2023
stationary 5,60,0.270897958959852,3.69142685253012,14-10-2023
stationary 5,63,0.271183673216372,3.68753763137547,14-10-2023
stationary 5,64,0.268269035416811,3.72760128073035,14-10-2023
stationary 5,66,0.270765305781851,3.6932353541841,14-10-2023
stationary 5,69,0.279873016650084,3.5730489918943,14-10-2023
stationary 5,72,0.270397958706836,3.69825277077699,14-10-2023
stationary 5,73,0.276489583154519,3.61677278612388,14-10-2023
stationary 5,75,0.270989796336816,3.69017584247744,14-10-2023
stationary 5,78,0.273030927500774,3.662588737304,14-10-2023
stationary 5,81,0.273139175680495,3.6611372114916,14-10-2023
stationary 5,82,0.276340313606861,3.61872644258,14-10-2023
stationary 5,84,0.267939085887773,3.73219157886823,14-10-2023
stationary 5,87,0.948690912940285,1.05408409246874,14-10-2023
stationary 5,90,0.279428571620315,3.57873210388374,14-10-2023
stationary 5,91,0.278600000080309,3.58937544763726,14-10-2023
stationary 5,92,0.285999999175201,3.49650350658711,14-10-2023
stationary 5,93,0.26493467278217,3.77451539090244,14-10-2023
stationary 5,94,0.267530302808742,3.73789432262894,14-10-2023
stationary 5,95,0.270556122672801,3.69609081517389,14-10-2023
stationary 5,96,0.270132652350834,3.70188494910734,14-10-2023
stationary 5,97,0.271357143411831,3.68518030307508,14-10-2023
stationary 5,98,0.276261779026211,3.61975515948995,14-10-2023
stationary 5,99,0.277727748711072,3.6006484935012,14-10-2023
stationary 6,1,0.27581437048084,3.62562689629497,14-10-2023
stationary 6,2,0.292178343815409,3.42256714492083,14-10-2023
stationary 6,3,0.269596491640771,3.70924708223751,14-10-2023
stationary 6,4,0.273672619036266,3.65400091365181,14-10-2023
stationary 6,5,0.276000000045685,3.62318840519737,14-10-2023
stationary 6,6,0.277975903936179,3.59743411511521,14-10-2023
stationary 6,7,0.271846153326994,3.67855122377669,14-10-2023
stationary 6,8,0.272201183984971,3.67375330760947,14-10-2023
stationary 6,9,0.270752941860872,3.69340400561134,14-10-2023
stationary 6,10,0.4849784938238,2.06194710226329,14-10-2023
stationary 6,13,0.275640718951197,3.62791101331097,14-10-2023
stationary 6,14,0.274434522503898,3.64385643204125,14-10-2023
stationary 6,18,0.276692771049867,3.61411682786528,14-10-2023
stationary 6,19,0.276580837672342,3.61557947548294,14-10-2023
stationary 6,22,0.271550297031741,3.68255903576902,14-10-2023
stationary 6,23,0.276915662259941,3.61120780182271,14-10-2023
stationary 6,27,0.271573963955309,3.68223811088372,14-10-2023
stationary 6,28,0.276301205876362,3.61923863787795,14-10-2023
stationary 6,31,0.278793940399632,3.58687853317962,14-10-2023
stationary 6,32,0.267023122379546,3.74499403305832,14-10-2023
stationary 6,36,0.264959769687433,3.77415787000297,14-10-2023
stationary 6,37,0.280823169684992,3.56095973534425,14-10-2023
stationary 6,40,0.277072288903845,3.60916641630314,14-10-2023
stationary 6,41,0.272544378359642,3.6691272299164,14-10-2023
stationary 6,45,0.274190476962498,3.64709967712253,14-10-2023
stationary 6,46,0.270823529187371,3.6924413584026,14-10-2023
stationary 6,49,0.272178571848642,3.6740585168332,14-10-2023
stationary 6,50,0.274329342528018,3.64525351457024,14-10-2023
stationary 6,54,0.275538922783857,3.62925132281379,14-10-2023
stationary 6,55,0.267924418283063,3.73239589884449,14-10-2023
stationary 6,58,0.273440475974764,3.65710305482459,14-10-2023
stationary 6,59,0.263603448867798,3.79357707304323,14-10-2023
stationary 6,63,0.267825581306635,3.73377328304982,14-10-2023
stationary 6,64,0.265838150344143,3.76168732255111,14-10-2023
stationary 6,67,0.271153846435998,3.68794325857382,14-10-2023
stationary 6,68,0.268261626709339,3.7277042276475,14-10-2023
stationary 6,72,0.27155882470748,3.6824433935343,14-10-2023
stationary 6,73,0.282496932094083,3.53986145119254,14-10-2023
stationary 6,76,0.270776470969705,3.6930830674423,14-10-2023
stationary 6,77,0.271349112663043,3.68528936831934,14-10-2023
stationary 6,81,0.276383232927608,3.61816449358173,14-10-2023
stationary 6,82,0.274815475656873,3.63880526600537,14-10-2023
stationary 6,85,0.289723270344284,3.4515694884007,14-10-2023
stationary 6,86,0.284981366270077,3.50900135362639,14-10-2023
stationary 6,90,0.275101797309464,3.63501805433533,14-10-2023
stationary 6,91,0.270852940222796,3.69204040826519,14-10-2023
stationary 6,92,0.298614378848107,3.34880056297845,14-10-2023
stationary 6,93,0.279024242632317,3.58391797990738,14-10-2023
stationary 6,94,0.277283132794392,3.60642203484303,14-10-2023
stationary 6,95,0.271189349642872,3.68746044531946,14-10-2023
stationary 6,96,0.264275861882615,3.78392484609198,14-10-2023
stationary 6,97,0.270941176133997,3.69083804192773,14-10-2023
